PrinterSetup_History	10	0
PrintingCategory	3	0
PriorityLevels	7	0
ProductionCenters	7	0
ProductionLevel	5	0
ProfileStatus	9	4
ProfitCenter_ChargeTypes	10	4
ProfitCenter_ItemCategories	10	4
ProfitCenter_ItemPriceTypes	5	2
ProfitCenter_Items	11	142
ProfitCenter_ItemWiseCategoryWiseChargeTypeWisePricing	8	10
ProfitCenter_Patterns	10	0
ProfitCenter_txnDetails	11	9
ProfitCenter_txnHeader	13	7
ProfitCenter_txnPayments	6	3
ProfitCenter_txnTaxes	8	27
ProfitCenters	11	46
ProfitCenterWiseDocumentNo	6	7
Profitroom_BookingConfirmAudit	8	11532
Profitroom_BookingProcessLog	13	519
Profitroom_BookingStage	14	116064
Profitroom_CompanyMapping	7	109
Profitroom_HotelMapping	6	5
Profitroom_OutboundAvailabilityXml	14	44652
ProfitRoom_PmsRateUpdateTracking	6	0
Profitroom_PostingMapping	11	74
Profitroom_RateCodeMapping	11	60
Profitroom_RoomMapping	11	24
Profitroom_TypeMapping	7	0
Properties	41	12
PropertyLogos	2	20
PropertyLogos_Stehani	2	0
PropertyWiseBankDetails	10	24
PropertyWiseChargeTypesWiseCurrencies	4	4
PropertyWiseCompanyCreditPostingControl	6	10
RabbitMQ_ActionFailures	5	0
RabbitMQ_ActionLogs	12	20296
RateCodeCopyDetails	10	18
RateCodeHeaders	31	138
RateCodeHeadersWiseProperties	2	1380
RateCodeHeadersWisePropertiesLog	2	1095
RateCodeWiseFreeNights	8	0
RatePallets	13	0
ReasonsDetails	8	0
Receipt_Details	5	0
Receipt_Header	10	0
Regions	7	5
Remarks	5	205139
RemarkTypes	4	3
Report_Common_Occupancy_Data	21	334678
ReportDetails	56	219
ReportPrintCopyLog	8	450
ReportProperties	32	18
ReportProperties_Temp	31	11
Reports_Common_OccupancySummary	19	10674
ReportsHotelStatistics	28	39
ResDetail	31	0
ReservaqtionAmoutWithTaxBeforeModify	12	0
Reservation_Common_SchedulePosting_Insert_Param	5	21
Reservation_RoomRate_BeforeAndAfterCheckInOrDayEnd	12	495544
Reservation_T_RoomRate_Update_SpPara	6	114619
Reservation_T_Save_Steps	5	0
ReservationActivityLog	8	5379
ReservationAlerts	8	13870
ReservationAlertsWiseProcess	7	95713
ReservationBlockDates	9	0
ReservationCategories	8	4
ReservationChartLegend	3	6
ReservationChartUpdateLog	6	0
ReservationCheckinDate_ConverionRate	7	96257
ReservationConfirmationSetups	6	0
ReservationDetails	31	284932
ReservationDetails_181224	30	74260
ReservationDetails_2025_05_02	30	149707
ReservationDetails_BeforeComplimentaryChange	28	0
ReservationDetails_BeforeUpdateNewlyAddedColumns	27	0
ReservationDetails_JKG0000268	23	0
ReservationDetails_StayChange_Log	35	2040
ReservationDocument	15	37711
ReservationEmails	18	3260
ReservationEmails_History	15	0
ReservationEmailWiseMailDetails	4	0
ReservationEmailWiseParameters	4	16867
ReservationHeaders	61	114640
ReservationHeaders_GuestProfileMissing_20220608	57	0
ReservationHeaders_JKG0000268	57	0
ReservationIBEPayments	15	0
ReservationList_SearchKeyword_temp	4	0
ReservationListFilterationColumns	35	141407
ReservationListForGuestGroup_T_Update_Params	5	15840
ReservationListSortingColumns	5	0
ReservationNotes	13	29
ReservationNoteTypes	5	1
ReservationPostingSettings	5	3306906
ReservationProfiles	5	117026
ReservationProfiles_Duplicate_JWL_JSA	5	0
ReservationProfiles_Duplicated	5	4599
ReservationReminderStatus	3	0
ReservationRoomAllocations	8	0
ReservationRoomRateChangeLog	15	441101
ReservationSMSes	12	0
ReservationStatus	15	6
ReservationTraces	9	10306
ReservationTracesWiseDates	11	17478
ReservationTraceWiseDepartments	4	13406
ReservationTypeLog	10	6331
ReservationTypes	9	3
ReservationWiseAccommodationChargeCategories	5	9
ReservationWiseAllocationAttributes	9	164
ReservationWiseAppliedPromotions	12	14
ReservationWiseInventoryAllocation	6	719
ReservationWiseReceiptReportParam_Source	14	110940
ReservationWiseReservationRelatedReceipt	22	1326568
ReservationWiseReservationRelatedReceiptParams	5	6208870
ReservationWiseRevenueSummary	46	326528
RoomAllocationAttributes	4	3
RoomAllocationCategotyWise_AtHotel_WebApi	5	0
RoomAreas	10	39
RoomAreasWiseProperties	2	11
RoomAvailability	6	0
RoomBillDetails	8	477464
RoomBillHeader	12	107861
RoomBillWiseTaxes	8	1308815
RoomBoyDetails	10	20
RoomBoyDetailWiseProperties	2	0
RoomCategories	30	91
RoomCategoriesWiseProperties	2	11
RoomCategoriesWiseRoomDetails	7	0
RoomCategoriesWiseRoomTypes	3	75
RoomCategoryUpdateBackup	6	597
RoomChangeLogs	12	6760
RoomChangeReasons	6	4
RoomCleaningScedule	7	0
RoomCleaningTypes	8	3
RoomDetails	30	1087
RoomDetailsWiseProperties	2	650
RoomDetailWiseRoomFeatures	4	92
RoomFeatures	9	1
RoomInspectionDetails	15	123
RoomInspectionTimes	8	32
RoomKeyCode	6	0
RoomRate_MinimumRateRestriction	10	0
RoomRates	16	10381848
RoomRates_PromotionSettings	16	9
roomrates123	16	0
RoomRates2	16	0
RoomRatesWiseProperties	2	0
RoomRef	21	0
RoomStatus	16	31
RoomStatus_araliya	14	0
RoomStatusCategory	6	5
RoomTypes	20	48
RoomTypesWiseProperties	2	4
RoomWiseInventoryItems	9	0
SalesCallCategories	7	0
SalesStaffCategories	8	0
Salutations	3	11
SamanVilla	1	0
Save_Folio_SP_Para	7	94254
Save_MultipleFolio_Para	6	72
ScanedPassport	6	0
SchedulePostingDetails	25	2583
SchedulePostingDetailWiseTaxes	10	7727
Seasons	11	10
SeasonsWiseProperties	3	79
SeasonsWiseProperties_Exist	2	0
SeasonsWisePropertiesLog	3	159
SeatNumberWiseOrderDetails	11	0
Segments	9	32
SegmentWiseCancellationPolicy	4	17
SensitivityLevels	4	3
ServiceActions	10	7
ServiceCategories	10	8
ServiceJobHistory	7	27
ServiceJobs	26	5
ServiceJobs_Emails	9	18
ServiceLocations	8	1071
ServiceTypes	9	15
SeverityLevels	4	3
SideButtons	17	96
Staah_AvailabilityPush	10	3085162
Staah_CMProperties	8	0
Staah_CMRateCodes	8	0
Staah_Companies	6	13
Staah_DefaultSettings	11	37
STAAH_Mapping_MealPlans	6	25
STAAH_Mapping_RoomCategories	8	68
Staah_ReservationRequests	15	29216
Staah_WholeVillaCategoryWiseRoomCategories	5	0
StaahRateMappings	12	706
StaahTemp	2	0
StaffCategories	11	18
StaffDetails	13	393
StaffDetailsWiseProperties	2	0
Statuses	4	0
StayChange_ProcessTimeConsum_Log	11	3697
StayChangeReasons	13	10
SubRegions	8	23
